time,x0,x1,x2,x3,x4,x5
4.89,3.0389536793100866e-10,3.5027610123805477e-10,4.790326860109771e-10,1.4589325869463257e-15,1.904193315589998e-08,1e-05
4.892,3.038150670255303e-10,3.502295900161825e-10,4.789291297322096e-10,1.4584572931503524e-15,1.9042140268932803e-08,1e-05
4.894,3.0373481475530146e-10,3.5018310140796845e-10,4.788256333952903e-10,1.4579824598417642e-15,1.9042347262081477e-08,1e-05
4.896,3.0365461104131704e-10,3.5013663538591103e-10,4.787221969074617e-10,1.4575080909729422e-15,1.9042554135531506e-08,1e-05
4.898,3.035744558043522e-10,3.500901919224434e-10,4.786188201757133e-10,1.4570341905533326e-15,1.9042760889468904e-08,1e-05
4.9,3.0349434896496223e-10,3.500437709899328e-10,4.785155031067818e-10,1.4565607626494446e-15,1.9042967524080196e-08,1e-05
4.902,3.0341429814633143e-10,3.4999737207425656e-10,4.78412253067635e-10,1.4560861185662296e-15,1.9043174024633134e-08,1e-05
4.904,3.0333429831526905e-10,3.499509954604903e-10,4.783090651670732e-10,1.4556113510442546e-15,1.9043380400909025e-08,1e-05
4.906,3.032543496283566e-10,3.499046411059767e-10,4.782059395403734e-10,1.4551364122929132e-15,1.9043586652637363e-08,1e-05
4.908,3.031744522997848e-10,3.4985830896442063e-10,4.781028763786087e-10,1.4546612418611392e-15,1.9043792779436063e-08,1e-05
4.91,3.030946065437444e-10,3.4981199898952694e-10,4.779998758728528e-10,1.4541857792978657e-15,1.9043998780923043e-08,1e-05
4.912,3.0301481257442615e-10,3.4976571113500036e-10,4.778969382141788e-10,1.4537099641520265e-15,1.9044204656716202e-08,1e-05
4.914,3.029350706060207e-10,3.497194453545457e-10,4.777940635936601e-10,1.4532337359725543e-15,1.904441040643347e-08,1e-05
4.916,3.0285538085271865e-10,3.4967320160186786e-10,4.776912522023698e-10,1.4527570343083825e-15,1.904461602969275e-08,1e-05
4.918,3.0277573745318675e-10,3.496269809979624e-10,4.775884987382301e-10,1.4522823445732753e-15,1.9044821537095722e-08,1e-05
4.92,3.026961430483668e-10,3.495807830302824e-10,4.774858055864477e-10,1.4518085894194332e-15,1.904502692387304e-08,1e-05
4.922,3.0261659864111864e-10,3.495346075010055e-10,4.773831736511668e-10,1.451335377914857e-15,1.9045232188216813e-08,1e-05
4.924,3.0253710415936974e-10,3.494884544188364e-10,4.772806028646375e-10,1.4508627695631343e-15,1.9045437330262484e-08,1e-05
4.926,3.024576595310476e-10,3.494423237924795e-10,4.771780931591098e-10,1.4503908238678534e-15,1.9045642350145483e-08,1e-05
4.928,3.0237826468407974e-10,3.493962156306396e-10,4.770756444668338e-10,1.4499196003326019e-15,1.904584724800126e-08,1e-05
