model,nmse_0,nmse_1,nmse_2,nmse_3,nmse_4,nmse_5,nmse_mean,data_file,equation,model_alpha,weight_eps,weight_std
70_model,143.80313705178142,615.5802010658467,14350.504725130104,541166.1345756926,44.72885157240321,0.0,92720.12524841879,hydrogen_bromine_ode.csv,hydrogen_bromine,0.0690545431362753,5.278230456536132e-05,1e-05
177_model,331.8552971321823,619.6996162821852,28763.38610202639,4822202.571110994,256.5302610894959,0.0,808695.673731254,hydrogen_bromine_ode.csv,hydrogen_bromine,927.8933539638202,0.055548591807154254,0.01
126_model,347.7065086520775,766.0326178672442,42103.348338097414,5345669.897260105,323.2678948034998,0.0,898201.7087699209,hydrogen_bromine_ode.csv,hydrogen_bromine,13.053743027024927,0.00010098468450572415,0.001
38_model,313.159837952505,1807.4477736415147,60258.86556362018,3529279.942810311,287.49054063257444,0.0,598657.8177543596,hydrogen_bromine_ode.csv,hydrogen_bromine,0.01888717029071998,1.6969191344518737e-07,1e-06
145_model,240.84801733073886,1271.9515972932375,35351.91409841642,1746125.8401274136,148.7850550285939,0.0,297189.88981591375,hydrogen_bromine_ode.csv,hydrogen_bromine,6.170375743661441,0.09508538688996053,0.001
199_model,364.5601300952875,1302.393334464115,72580.59488588294,5893236.5887338,418.70355410136693,0.0,994650.4734397238,hydrogen_bromine_ode.csv,hydrogen_bromine,2.206398496897977,6.550444410687666e-05,0.1
17_model,322.80484276545974,548.0334115369394,21889.29980217915,4579719.421696095,219.65284913457077,0.0,767116.5354336185,hydrogen_bromine_ode.csv,hydrogen_bromine,147895.6008985279,1.7210347976595495e-05,0.0
40_model,143.81593233044214,615.8240517086634,14342.869854956527,540350.3129557522,44.633982558175674,0.0,92582.90946288434,hydrogen_bromine_ode.csv,hydrogen_bromine,0.0690545431362753,5.278230456536132e-05,1e-06
89_model,164.13101630472423,739.1655086113984,17906.728401730605,721890.0836770353,60.390416765349585,0.0,123460.08317007456,hydrogen_bromine_ode.csv,hydrogen_bromine,0.05682963421204889,2.621017928780525e-05,1e-05
106_model,323.0731927470145,556.5167935545235,22799.519242846927,4561742.003875468,225.5909692419449,0.0,764274.4506789764,hydrogen_bromine_ode.csv,hydrogen_bromine,19.922733052162783,4.4449784710683543e-07,0.0001
144_model,323.19531005164424,549.3135001865083,21966.77468462852,4607002.767908223,220.95254351292436,0.0,771677.1673244337,hydrogen_bromine_ode.csv,hydrogen_bromine,202630.7170037328,0.004043336833529763,0.001
43_model,324.048789940555,554.3907805158291,22381.19926604131,4632232.78110728,222.60141631708106,0.0,775952.5035600158,hydrogen_bromine_ode.csv,hydrogen_bromine,13655.209039314652,0.034701335910491224,1e-06
88_model,323.55880230581323,550.0655826811114,22029.35189974851,4603801.123079948,218.868745012292,0.0,771153.8280182827,hydrogen_bromine_ode.csv,hydrogen_bromine,6002.28238334061,0.00022303628790345937,1e-05
82_model,322.81445687125984,548.0689403886298,21892.528124171644,4580089.498363772,219.66901797910447,0.0,767178.7631505305,hydrogen_bromine_ode.csv,hydrogen_bromine,795261.8231250104,0.01586752352583566,1e-05
149_model,164.58370484403395,741.6475535793749,17985.456433670974,725881.3139399289,60.45357843571105,0.0,124138.90920174315,hydrogen_bromine_ode.csv,hydrogen_bromine,0.05682963421204889,2.621017928780525e-05,0.001
42_model,191.42379176750862,913.7592487460034,23249.898784993205,1012336.5808400478,85.19539036354773,0.0,172796.1430093197,hydrogen_bromine_ode.csv,hydrogen_bromine,0.24676368684401048,0.0003338180205189919,1e-06
195_model,0.009432712383962226,0.0011280469537638435,0.0015376583501296103,0.08763180225245361,0.0005842750460410731,0.0,0.01671908249772506,hydrogen_bromine_ode.csv,hydrogen_bromine,0.00034364078868532217,0.007180389990094034,0.1
3_model,0.008967958780375752,0.0027934090644213803,0.0034443260893139015,0.6655805982632239,0.0003211643307782935,0.0,0.11351790942135222,hydrogen_bromine_ode.csv,hydrogen_bromine,2.7039662430093773e-05,1.1263537238115918e-05,0.0
148_model,323.55862828933704,550.0583104959387,22029.266324275155,4603788.405269377,218.8678560252853,0.0,771151.6927314106,hydrogen_bromine_ode.csv,hydrogen_bromine,6002.28238334061,0.00022303628790345937,0.001
182_model,328.95246601042925,596.5767637320907,26384.836335007087,4752318.091225621,243.04278230243983,0.0,796645.2499287789,hydrogen_bromine_ode.csv,hydrogen_bromine,188.19349978921883,0.0012137587328424069,0.1
48_model,0.02482821298492368,0.3010116470853437,0.5417647566930339,5.313001953884626,0.0025483230761742122,0.0,1.0305258156206836,hydrogen_bromine_ode.csv,hydrogen_bromine,0.00011228413129239159,1.2491870327582288e-06,1e-06
31_model,323.5396869128948,549.9569229836006,22019.19958298184,4603223.926960237,218.80930559577186,0.0,771055.9054097853,hydrogen_bromine_ode.csv,hydrogen_bromine,286.52162191429545,3.323668111696107e-07,1e-06
99_model,322.3909334826104,558.5369850388445,22849.484109484714,4536761.996104179,226.31315306136443,0.0,760119.7868808744,hydrogen_bromine_ode.csv,hydrogen_bromine,2466.160386850043,0.010342237509875594,0.0001
185_model,0.024615274646311826,0.31427510344739673,1.7260627268992481,14.972888616035661,0.006616541105627644,0.0,2.840743043689041,hydrogen_bromine_ode.csv,hydrogen_bromine,0.009808669434503627,0.0039522808482593125,0.1
21_model,5.640638603245637,25.48956310399003,230.76554658142086,2707.7668187992563,0.6298911662828274,0.0,495.04874304236597,hydrogen_bromine_ode.csv,hydrogen_bromine,0.002007566187578647,1.7594534826497084e-06,0.0
207_model,330.99645822848595,611.7696419035972,28028.612449672404,4796413.934229456,254.46015875754907,0.0,804273.2954896698,hydrogen_bromine_ode.csv,hydrogen_bromine,927.8933539638202,0.055548591807154254,0.1
47_model,320.897219625874,676.4372887292471,21888.62825248211,4579741.977221713,219.6331039799975,0.0,767141.2621810883,hydrogen_bromine_ode.csv,hydrogen_bromine,147895.6008985279,1.7210347976595495e-05,1e-06
6_model,347.33055629202124,765.1238607327615,41969.82821762486,5322220.026691866,316.7333182304684,0.0,894269.840440791,hydrogen_bromine_ode.csv,hydrogen_bromine,13.053743027024927,0.00010098468450572415,0.0
179_model,165.97276774660992,749.7090219800072,18216.874723571415,737601.6017611014,61.874542849892876,0.0,126132.67213620822,hydrogen_bromine_ode.csv,hydrogen_bromine,0.05682963421204889,2.621017928780525e-05,0.01
160_model,146.03377504544022,627.3378951144963,14690.295844008393,557672.3794665891,46.435788968421,0.0,95530.41379495431,hydrogen_bromine_ode.csv,hydrogen_bromine,0.0690545431362753,5.278230456536132e-05,0.01
24_model,323.1959520090409,549.3206829461343,21966.83564697142,4607033.297131094,220.95255746481868,0.0,771682.2669950809,hydrogen_bromine_ode.csv,hydrogen_bromine,202630.7170037328,0.004043336833529763,0.0
37_model,0.009696542948590976,0.0012663236659929123,0.00043995693888795835,28.029480971095673,0.0003532048430070956,0.0,4.673539499915359,hydrogen_bromine_ode.csv,hydrogen_bromine,2.8317284209433966e-06,3.301703102308238e-06,1e-06
29_model,163.9345646443671,738.0675971417363,17858.384560812083,719067.7920534258,60.81296466832307,0.0,122981.49862344873,hydrogen_bromine_ode.csv,hydrogen_bromine,0.05682963421204889,2.621017928780525e-05,0.0
33_model,0.008966972308260426,0.0027928601843749796,0.0034492924048195235,0.6704202570764985,0.0003211875959840461,0.0,0.11432509492832293,hydrogen_bromine_ode.csv,hydrogen_bromine,2.7039662430093773e-05,1.1263537238115918e-05,1e-06
1_model,323.5396827315495,549.9569247258444,22019.199041358537,4603223.696385728,218.80929654653187,0.0,771055.8668885151,hydrogen_bromine_ode.csv,hydrogen_bromine,286.52162191429545,3.323668111696107e-07,0.0
168_model,0.020101282069224943,0.2810266666908775,0.5703593411769875,6.490175684714319,0.0022327589226184322,0.0,1.2273159555956712,hydrogen_bromine_ode.csv,hydrogen_bromine,0.00011228413129239159,1.2491870327582288e-06,0.01
4_model,324.56809283104735,555.9723743179088,22549.132001086404,4651461.608402568,219.05439386867693,0.0,779185.0558774454,hydrogen_bromine_ode.csv,hydrogen_bromine,99.94844112826969,4.995812711851579e-06,0.0
46_model,323.07335001636363,556.5185365776678,22799.62371018783,4561746.738675,225.5916270903169,0.0,764275.257649812,hydrogen_bromine_ode.csv,hydrogen_bromine,19.922733052162783,4.4449784710683543e-07,1e-06
10_model,143.8157940138729,615.8233909124883,14342.850988184497,540349.3688380836,44.63387773467464,0.0,92582.74881482152,hydrogen_bromine_ode.csv,hydrogen_bromine,0.0690545431362753,5.278230456536132e-05,0.0
120_model,264.73658976653564,1455.634942255532,42469.03750435627,2219854.1426051063,188.4378891918045,0.0,377371.99825511273,hydrogen_bromine_ode.csv,hydrogen_bromine,0.7757786350021516,0.0009469378911995572,0.0001
140_model,0.015526542854065217,0.14810745211689963,0.2414284013880957,3.1540554203357405,0.0014890698564728113,0.0,0.593434481091879,hydrogen_bromine_ode.csv,hydrogen_bromine,0.0015436272481452666,0.0005076315792529729,0.001
197_model,322.82962005624483,547.3449384696437,21891.308032834306,4580179.716884142,219.5758721738547,0.0,767193.4625579459,hydrogen_bromine_ode.csv,hydrogen_bromine,147895.6008985279,1.7210347976595495e-05,0.1
189_model,322.6306024911611,556.6356428511001,22749.04369900818,4551860.352566782,223.50410744739048,0.0,762618.69443643,hydrogen_bromine_ode.csv,hydrogen_bromine,2466.160386850043,0.010342237509875594,0.1
133_model,324.04614657314085,554.3776287950069,22380.591327335194,4632117.335562962,222.59877079137,0.0,775933.1582394094,hydrogen_bromine_ode.csv,hydrogen_bromine,13655.209039314652,0.034701335910491224,0.001
157_model,0.009698594196871519,0.0012655572286436123,0.00044386828978598187,22.574087895061464,0.0003536433019960571,0.0,3.7643082596797934,hydrogen_bromine_ode.csv,hydrogen_bromine,2.8317284209433966e-06,3.301703102308238e-06,0.01
79_model,364.01393799605995,1369.4009497994969,74380.30577836192,5847855.640744352,418.07829192893627,0.0,987397.906617073,hydrogen_bromine_ode.csv,hydrogen_bromine,2.206398496897977,6.550444410687666e-05,1e-05
73_model,324.0462817432035,554.3879327579018,22380.990705110755,4632098.596989563,222.60184841502334,0.0,775930.1039595982,hydrogen_bromine_ode.csv,hydrogen_bromine,13655.209039314652,0.034701335910491224,1e-05
36_model,347.33056622267554,765.1236289608613,41969.81027451408,5322220.304145165,316.733132357852,0.0,894269.8836245368,hydrogen_bromine_ode.csv,hydrogen_bromine,13.053743027024927,0.00010098468450572415,1e-06
135_model,0.009437793470675294,0.0013143265772984024,0.0012782049842345253,0.10444977970369618,0.0005479664094194125,0.0,0.019504678524220633,hydrogen_bromine_ode.csv,hydrogen_bromine,0.00034364078868532217,0.007180389990094034,0.001
201_model,10.64129105712814,22.752553196801916,322.1466437607702,4044.9347547650464,0.8608645308315954,0.0,733.5560178850964,hydrogen_bromine_ode.csv,hydrogen_bromine,0.002007566187578647,1.7594534826497084e-06,0.1
151_model,318.00404662351906,639.1824379423795,22018.449050607338,4603254.506156432,218.74944034928677,0.0,771074.8151886592,hydrogen_bromine_ode.csv,hydrogen_bromine,286.52162191429545,3.323668111696107e-07,0.01
54_model,323.195206499205,549.3198430673455,21966.772192358294,4607001.097688802,220.95273538851112,0.0,771676.8896110192,hydrogen_bromine_ode.csv,hydrogen_bromine,202630.7170037328,0.004043336833529763,1e-06
52_model,322.8138043146502,548.0683401274412,21892.47814589396,4580072.680952882,219.66959907892542,0.0,767175.9518070496,hydrogen_bromine_ode.csv,hydrogen_bromine,795261.8231250104,0.01586752352583566,1e-06
56_model,0.02128861254580413,0.23643197232359173,0.3947674820219324,4.033686166996796,0.0019912124606720812,0.0,0.7813609077247995,hydrogen_bromine_ode.csv,hydrogen_bromine,8.575795876872198e-05,9.440619113735458e-07,1e-06
80_model,0.015773227056364896,0.14905304216513335,0.24090486927924243,3.1536092387118737,0.0014837917041502155,0.0,0.5934706948194607,hydrogen_bromine_ode.csv,hydrogen_bromine,0.0015436272481452666,0.0005076315792529729,1e-05
125_model,0.04845442218238493,0.6965820051818593,1.3183439646675514,11.425338556378547,0.0047525450227745205,0.0,2.248911915572186,hydrogen_bromine_ode.csv,hydrogen_bromine,0.009808669434503627,0.0039522808482593125,0.001
167_model,322.8075015215259,547.9717534727976,21889.57228813094,4579779.835123511,219.65146968441334,0.0,767126.6396893868,hydrogen_bromine_ode.csv,hydrogen_bromine,147895.6008985279,1.7210347976595495e-05,0.01
127_model,0.009696570391387974,0.0012661756108223517,0.00044028222439983103,26.713971712853443,0.00035323160329046887,0.0,4.454287995447224,hydrogen_bromine_ode.csv,hydrogen_bromine,2.8317284209433966e-06,3.301703102308238e-06,0.001
58_model,323.55862695098745,550.0654153686751,22029.33294280061,4603795.069781563,218.8686809884012,0.0,771152.8159079454,hydrogen_bromine_ode.csv,hydrogen_bromine,6002.28238334061,0.00022303628790345937,1e-06
165_model,0.00942887819629257,0.0012900773230935106,0.0013024670044631482,0.10305234886683376,0.0005516348422215076,0.0,0.019270901038817418,hydrogen_bromine_ode.csv,hydrogen_bromine,0.00034364078868532217,0.007180389990094034,0.01
173_model,323.2238014062288,549.4042099473879,21980.66421329102,4607832.295995412,221.02951517726567,0.0,771817.769622539,hydrogen_bromine_ode.csv,hydrogen_bromine,47963.634378534756,0.0020148991027690694,0.01
81_model,5.639964533924458,25.488796130431897,230.73006102801773,2706.4340347367074,0.6433907230554314,0.0,494.82270785868945,hydrogen_bromine_ode.csv,hydrogen_bromine,0.002007566187578647,1.7594534826497084e-06,1e-05
64_model,320.0868608498792,683.2199001092863,22548.30662810932,4651469.258412518,218.9406985135678,0.0,779206.6354166833,hydrogen_bromine_ode.csv,hydrogen_bromine,99.94844112826969,4.995812711851579e-06,1e-05
206_model,0.006554980961052549,0.10153501301339872,0.5119271219530559,4.809668470578334,0.002055360238307706,0.0,0.9052901577906916,hydrogen_bromine_ode.csv,hydrogen_bromine,8.575795876872198e-05,9.440619113735458e-07,0.1
112_model,322.8123828040903,548.0660871648575,21892.352908379456,4580003.849350347,219.66959887410763,0.0,767164.4583879282,hydrogen_bromine_ode.csv,hydrogen_bromine,795261.8231250104,0.01586752352583566,0.0001
51_model,5.643714807589945,25.497308751134554,230.98632051518842,2710.2808066147486,0.6459964398485527,0.0,495.5090245214183,hydrogen_bromine_ode.csv,hydrogen_bromine,0.002007566187578647,1.7594534826497084e-06,1e-06
178_model,323.5594725853646,549.9950718402342,22028.790544897354,4603791.497266147,218.86255199918375,0.0,771152.1174845783,hydrogen_bromine_ode.csv,hydrogen_bromine,6002.28238334061,0.00022303628790345937,0.01
57_model,333.3406658357376,622.2212462626194,29080.900247411635,4887740.5430909265,258.68821007399663,0.0,819672.6155767516,hydrogen_bromine_ode.csv,hydrogen_bromine,927.8933539638202,0.055548591807154254,1e-06
152_model,330.3021644700692,602.3643357488759,27072.43358141428,4792078.406211362,249.35271991480124,0.0,803388.8098354851,hydrogen_bromine_ode.csv,hydrogen_bromine,188.19349978921883,0.0012137587328424069,0.01
174_model,323.1985433027907,549.2583711414461,21967.04592011449,4607078.41604612,220.95085821128288,0.0,771689.8116231483,hydrogen_bromine_ode.csv,hydrogen_bromine,202630.7170037328,0.004043336833529763,0.01
186_model,345.50544346390484,742.5220579950253,40004.33181347078,5272736.693128887,315.97579744206854,0.0,885690.8380402097,hydrogen_bromine_ode.csv,hydrogen_bromine,13.053743027024927,0.00010098468450572415,0.1
171_model,6.0511389834204365,25.214497497904052,239.1089093304417,2824.264128308483,0.6615362815687197,0.0,515.883368400303,hydrogen_bromine_ode.csv,hydrogen_bromine,0.002007566187578647,1.7594534826497084e-06,0.01
15_model,0.009438589308636978,0.0013171454118356656,0.00127832009686702,0.10470251820040763,0.0005474438212016051,0.0,0.019547336139824813,hydrogen_bromine_ode.csv,hydrogen_bromine,0.00034364078868532217,0.007180389990094034,0.0
66_model,347.3303421260783,765.1213730210321,41969.610681915314,5322212.853331622,316.73233633335093,0.0,894268.6080108363,hydrogen_bromine_ode.csv,hydrogen_bromine,13.053743027024927,0.00010098468450572415,1e-05
113_model,323.2224859938779,549.4691286356737,21980.74078428801,4607835.479131723,221.0326127308938,0.0,771818.3240238951,hydrogen_bromine_ode.csv,hydrogen_bromine,47963.634378534756,0.0020148991027690694,0.0001
26_model,0.02128715740468973,0.23643612262566452,0.3947568780245383,4.033857221368409,0.001998970597427961,0.0,0.7813893916701216,hydrogen_bromine_ode.csv,hydrogen_bromine,8.575795876872198e-05,9.440619113735458e-07,0.0
203_model,323.2439537678899,548.7478107723922,21980.875283497575,4608212.424977481,221.0047198689422,0.0,771881.0494575648,hydrogen_bromine_ode.csv,hydrogen_bromine,47963.634378534756,0.0020148991027690694,0.1
55_model,239.7109395948874,1262.2695707668777,35040.97389479474,1726398.628401128,146.25965857909225,0.0,293847.9737441439,hydrogen_bromine_ode.csv,hydrogen_bromine,6.170375743661441,0.09508538688996053,1e-06
